quaycode,quayname,quaystatus,transportmode,lat,lon,visuallyaccessible,disabledaccessible,compassdirection,validfrom,quayshapetype,baylength,markedkerb,lift,guidelines,groundsurfaceindicator,stopplaceaccessroute,mutationdate,kerbheight,boardingpositionwidth,alightingpositionwidth,liftedpartlength,narrowestpassagewidth,fulllengthguideline,guidelinestopplaceconnection,tactilegroundsurfaceindicator,ramp,heightwithenvironment,bayentranceangles,ramplength,rampwidth,embaymentwidth,bayexitangles
NL:Q:30001166,Barkpad,available,bus,52.4026489647728,4.911772615026696,true,false,41,2020-05-24T22:00:00Z,semi-haltehaven,11.9,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,2.4,2.4,9.2,0.9,true,false,true,false,3.8,,,,3,26
NL:Q:30001188,Barkpad,available,bus,52.402674569501045,4.911434369469876,true,true,216,2020-05-24T22:00:00Z,langshalte,27.2,true,false,true,true,false,2021-01-08T13:34:25Z,0.2,2.7,2.2,23.8,1.35,false,true,true,false,3.8,,,1.6,,
NL:Q:30004020,Hoekenes,available,bus,52.35835162580888,4.800284893978359,false,false,259,2020-05-24T22:00:00Z,haltehaven,22.85,true,false,false,false,true,2021-02-25T11:33:45Z,0.05,1.44,1.44,22.8,1.2,false,false,false,false,0,8,,,2.33,5.56
NL:Q:30004015,Hoekenes,available,tram,52.35799602473756,4.799262019641731,false,true,79,2020-05-24T22:00:00Z,langshalte,86,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,2.4,2.4,75,1.05,false,false,false,true,0.22,,3,1.5,,
NL:Q:30004016,Hoekenes,available,tram,52.357929611994216,4.798558275379032,false,true,253,2020-05-24T22:00:00Z,langshalte,86,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,2.4,2.4,75,1.05,false,false,false,true,0.22,,3.5,2,,
NL:Q:30004019,Hoekenes,available,bus,52.358209649789956,4.800653766377878,false,false,79,2020-05-24T22:00:00Z,haltehaven,22.68,true,false,false,false,true,2021-02-25T11:33:45Z,0.07,1.43,1.43,22,0.94,false,false,false,false,0,5.73,,,2.28,8.23
NL:Q:30006021,Bilderdijkstraat,available,tram,52.36710588299221,4.871732395115761,false,false,75,2019-03-14T00:00:00Z,langshalte,24,false,false,false,false,false,2021-01-08T13:34:25Z,0.09,1.4,1.5,43,0.85,false,false,false,true,0.08,,2,1.3,,
NL:Q:30006023,Bilderdijkstraat,available,tram,52.36741573000439,4.872712537502074,true,true,253,2020-05-24T22:00:00Z,langshalte,36.75,true,false,true,false,true,2021-01-08T13:34:25Z,0.18,2.1,2.1,29.75,1.25,true,true,false,true,0.1,,3.5,1.6,,
NL:Q:30009100,Stadhouderskade,available,tram,52.35852204945151,4.899165877863926,false,false,347,2020-05-24T22:00:00Z,langshalte,45,false,false,false,false,true,2021-01-08T13:34:25Z,0.01,1.6,1.6,42,0.9,false,false,false,false,0.08,,,,,
NL:Q:30009101,Stadhouderskade,available,tram,52.358036915490814,4.899215253105635,false,false,170,2020-05-24T22:00:00Z,langshalte,42,false,false,false,false,true,2021-01-08T13:34:25Z,0.1,1.6,1.6,42,1,false,false,false,false,,,,,,
NL:Q:30009177,Krugerplein,available,bus,52.35307267522855,4.920758368025028,true,true,309,2020-05-24T22:00:00Z,langshalte,24,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.35,20,1.2,true,true,true,false,0,,,,,
NL:Q:30009178,Krugerplein,available,bus,52.35294685222899,4.920759690610559,true,true,129,2020-05-24T22:00:00Z,langshalte,22,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.5,2.3,20,0.9,true,true,true,false,0,,,,,
NL:Q:30008125,Zeeburgerdijk,plan,bus,52.36613336709729,4.946975678065283,false,false,68,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30008122,Zeeburgerdijk,expired,bus,52.36575138157209,4.948183402367716,false,false,318,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30001016,Liergouw,available,bus,52.381770122480944,4.966251877893093,false,false,138,2020-05-24T22:00:00Z,langshalte,4.2,true,false,false,false,false,2021-01-08T13:34:25Z,0.03,0.9,0.01,3.9,0.9,false,false,false,false,0.01,,,,,
NL:Q:30001017,Liergouw,available,bus,52.38190467163685,4.96617716323256,false,false,301,2020-05-24T22:00:00Z,langshalte,11,false,false,false,false,true,2021-01-08T13:34:25Z,0.01,1.3,1.3,12,1.3,false,false,false,false,0,,,,,
NL:Q:30001363,Buikslotermeerplein,available,bus,52.39946822303747,4.939679944527576,false,false,111,2020-05-24T22:00:00Z,semi-haltehaven,22.1,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.9,1.9,19.7,1.9,false,false,false,true,3,20,45,1.7,2.8,
NL:Q:30001364,Buikslotermeerplein,available,bus,52.39992362990149,4.938896592770315,false,false,292,2020-05-24T22:00:00Z,haltehaven,20.4,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,2.2,2.2,17,2.2,false,false,false,false,3,13,85,1.8,3,5
NL:Q:30000044,Fizeaustraat,available,bus,52.34598625649262,4.924296283886983,true,false,267,2020-05-24T22:00:00Z,haltehaven,24.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.17,5.1,5.1,22.1,1,true,true,true,false,,7.7,,,2,8.8
NL:Q:30000046,Fizeaustraat,available,bus,52.34587085519737,4.92466437636955,true,false,90,2020-05-24T22:00:00Z,semi-haltehaven,23.1,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.3,22.1,0.9,true,true,true,false,0,15,,1.8,2.8,
NL:Q:30000238,Anton de Komplein,available,bus,52.316053148658064,4.954130260716866,true,true,251,2020-05-24T22:00:00Z,semi-haltehaven,42,true,false,true,true,true,2021-02-25T11:33:45Z,0.18,2.5,2.5,42,2.4,true,true,true,true,0.18,,2,1.4,2.8,12.7
NL:Q:30000239,Anton de Komplein,available,bus,52.3164823636187,4.955988635131687,true,true,71,2020-05-24T22:00:00Z,haltehaven,31.7,true,false,true,true,true,2021-01-08T13:34:25Z,0.12,2.92,10,0.01,2.5,true,true,true,false,0,7.81,,,3.15,5.67
NL:Q:30000434,Bijlmerplein,available,bus,52.314565238527145,4.950346482023852,true,true,71,2020-05-24T22:00:00Z,langshalte,44,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,7,7,44,1.5,true,true,true,false,0,,,,,
NL:Q:30000435,Bijlmerplein,available,bus,52.31505359137213,4.95116293933304,true,true,251,2020-05-24T22:00:00Z,langshalte,44,true,false,true,true,true,2021-02-25T11:33:45Z,0.18,1.78,2.1,40,1.75,true,true,true,false,0,,,2,,
NL:Q:30001378,Molenaarsweg,available,bus,52.421462963467164,4.886300260344737,false,false,262,2020-05-24T22:00:00Z,haltehaven,23,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,2.4,2.7,22.2,1.4,false,false,false,false,0,11.5,,,2.8,8.5
NL:Q:30001379,Molenaarsweg,available,bus,52.42146786757923,4.887461555805583,false,false,81,2020-05-24T22:00:00Z,haltehaven,23,true,false,false,false,false,2021-01-08T13:34:25Z,0.08,1.9,2.3,0.01,1.1,false,false,false,true,3.5,12,56,1.6,3,8
NL:Q:30008023,Wittenburgergracht,expired,bus,52.36915184084969,4.920794846608783,false,false,289,2019-03-14T00:00:00Z,semi-haltehaven,32,true,false,false,false,true,2021-02-25T11:33:45Z,0.11,3,3,32,1.05,false,false,false,false,0,,,,3,
NL:Q:30008024,Wittenburgergracht,expired,bus,52.369310370363344,4.9199709137963445,false,false,109,2019-02-07T00:00:00Z,semi-haltehaven,28,true,false,false,false,true,2021-02-25T11:33:45Z,0.06,2,2.7,27.29,1.2,false,false,false,false,0,,,,3,
NL:Q:30009902,NDSM,available,ferry,52.40103646690555,4.8911450570593145,false,false,220,2020-05-24T22:00:00Z,haltehaven,10,false,false,false,false,true,2021-02-25T11:33:45Z,0.01,4,4,10,10,false,false,false,false,,10,,5,3,10
NL:Q:30001067,Ilperveldstraat,available,bus,52.395037840360885,4.944602366200734,true,true,107,2020-05-24T22:00:00Z,haltehaven,21.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.9,2.13,18,1.08,true,true,true,false,0,26.13,,,3.2,8.14
NL:Q:30001068,Ilperveldstraat,available,bus,52.394968081793806,4.945176042945218,true,false,286,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.21,1.8,2.7,17,1.2,true,true,true,false,0,,,1.5,,
NL:Q:30002137,Kostverlorenstraat,available,bus,52.3796529383898,4.8717774597347425,true,false,338,2020-05-24T22:00:00Z,langshalte,19,true,false,true,true,false,2021-01-08T13:34:25Z,0.17,1.2,1.5,15,1.2,true,true,true,true,0.11,,2,1.2,,
NL:Q:30002138,Kostverlorenstraat,available,bus,52.37948173295538,4.87167664282675,true,false,149,2020-05-24T22:00:00Z,langshalte,25,true,false,true,true,false,2021-01-08T13:34:25Z,0.18,1.4,1.4,20,1.4,true,true,true,true,0.1,,2,1.4,,
NL:Q:30002334,Nassaukade,plan,bus,52.38134832941586,4.879336421700793,false,false,347,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:30002152,Nassaukade,available,tram,52.38083473220673,4.879033874152121,false,false,211,2020-05-24T22:00:00Z,langshalte,66,true,false,false,false,false,2021-01-08T13:34:25Z,0.11,1.5,1.8,59,1.2,false,false,false,true,0.08,,1,1.37,,
NL:Q:30002153,Nassaukade,available,tram,52.38139282469427,4.879233100501556,false,false,353,2020-05-24T22:00:00Z,langshalte,59,true,false,false,false,false,2021-01-08T13:34:25Z,0.12,2.7,2.2,59,1.4,false,false,false,true,0.09,,1,1.54,,
NL:Q:30005031,Dam,available,tram,52.37347201178868,4.893479909580967,true,true,233,2019-03-14T00:00:00Z,langshalte,70,false,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.5,1.5,63,1.1,true,false,false,true,0.08,0.01,3,1.5,,
NL:Q:30005032,Dam,available,tram,52.37492739941093,4.895490263758215,false,true,54,2020-05-24T22:00:00Z,langshalte,74,false,false,false,false,false,2021-01-08T13:34:25Z,0.18,1.8,1.8,65,1.2,false,false,false,false,0,,,,,
NL:Q:30005153,Dam,outofuse,bus,52.37434060127678,4.894865314954393,false,false,51,2019-03-01T00:00:00Z,langshalte,18,false,false,false,false,true,2021-02-25T11:33:45Z,0.1,10,10,0.01,0.7,false,false,false,false,0,0.01,,,,
NL:Q:30008015,Kattenburgerplein,available,bus,52.37061649472444,4.916168746237891,true,true,115,2020-05-24T22:00:00Z,langshalte,13.55,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.4,2.7,13.55,2.4,true,true,true,false,0,,,2.5,,
NL:Q:30008025,Kattenburgerplein,available,bus,52.3708044103458,4.915961177052188,false,false,289,2020-05-24T22:00:00Z,langshalte,18,true,false,false,false,true,2021-01-08T13:34:25Z,0.18,5.4,3.3,18,2,false,false,false,false,0,27,,,3.01,
NL:Q:30008026,Kattenburgerplein,expired,bus,52.37053660176487,4.916419218096059,false,false,109,2019-02-07T00:00:00Z,semi-haltehaven,20.73,true,false,false,false,false,2021-02-25T11:33:45Z,0.07,1.7,1.7,20,1.25,false,false,false,false,0,,,,2.7,12
NL:Q:30008044,Flevopark,available,tram,52.36513447096863,4.951492937198668,false,false,90,2020-05-24T22:00:00Z,langshalte,30,false,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.35,2,30,1.2,false,false,false,false,0,,,,,
NL:Q:30008047,Flevopark,available,tram,52.36524037278936,4.950963347090618,false,true,263,2020-05-24T22:00:00Z,langshalte,64,true,false,false,false,true,2021-01-08T13:34:25Z,0.1,1.9,1.5,64,1.1,false,false,false,false,0,,,1.22,,
NL:Q:30009554,Waalstraat,plan,bus,52.34650682930246,4.899503465530183,false,false,93,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30009082,Waalstraat,available,tram,52.346552431215216,4.899664398281541,false,false,93,2020-05-24T22:00:00Z,langshalte,74,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,74,0.95,false,false,false,false,0,,,,,
NL:Q:30009083,Waalstraat,available,tram,52.34684304709182,4.900395000877842,false,false,273,2020-05-24T22:00:00Z,langshalte,63,false,false,false,false,false,2021-01-08T13:34:25Z,0.1,1.2,1.2,63,0.95,false,false,false,false,0,,,,,
NL:Q:30009520,Strandvliet,available,metro,52.318666084504095,4.941359560033651,true,true,318,2020-05-24T22:00:00Z,langshalte,155,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,2.9,2.9,0.01,2.9,true,true,false,false,5,,,2,,
NL:Q:30009521,Strandvliet,available,metro,52.31825327024485,4.941525033906353,true,false,138,2020-05-24T22:00:00Z,langshalte,120,true,true,true,false,true,2021-02-25T11:33:45Z,0.9,0.01,2.95,0.01,2.95,true,true,false,false,5,,,2,,
NL:Q:30004066,Koos Vorrinkweg,plan,bus,52.3521258887531,4.800851609562922,false,false,71,2018-11-15T00:00:00Z,unknown,0,false,false,false,false,false,2021-02-25T11:33:45Z,,,,,,false,false,false,false,,,,,,
NL:Q:57130690,Koos Vorrinkweg,available,bus,52.35198285140277,4.799194918954673,false,false,261,2020-05-24T22:00:00Z,haltehaven,23.9,true,false,false,false,true,2021-01-08T13:34:25Z,0.13,3.6,3.6,25,0.66,false,false,false,false,0,11,,,2.65,8
NL:Q:57130700,Koos Vorrinkweg,available,bus,52.35297385074787,4.799666161477351,false,true,330,2020-05-24T22:00:00Z,langshalte,20,true,false,false,false,true,2021-01-08T13:34:25Z,0.23,4,4,18,0.65,false,false,false,true,0.04,,1,1.3,,
NL:Q:30002111,Nassauplein,available,bus,52.38528487722866,4.88142117837412,true,true,174,2020-05-24T22:00:00Z,langshalte,18,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.2,1.8,18,1.2,true,true,false,true,0.2,,3,1.5,,
NL:Q:30002112,Nassauplein,available,bus,52.38539322616122,4.881537451660374,true,true,357,2020-05-24T22:00:00Z,langshalte,18,true,false,true,false,true,2021-01-08T13:34:25Z,0.2,1.2,2.1,18,1.2,true,true,false,true,0.12,,2,1.5,,
NL:Q:30007309,Apollolaan,available,bus,52.348221669787534,4.881931688252368,false,false,243,2020-05-24T22:00:00Z,langshalte,22,true,false,false,false,true,2021-01-08T13:34:25Z,0.14,3.93,1.8,25,1.15,false,false,false,false,0,15,,,2.76,
NL:Q:30007310,Apollolaan,available,bus,52.348141347751586,4.882064689854238,false,false,64,2020-05-24T22:00:00Z,langshalte,29,true,false,false,false,true,2021-01-08T13:34:25Z,0.14,1.5,1.65,29,1.2,false,false,false,false,0,15,,,2.77,
NL:Q:30008207,Levantplein,available,bus,52.377056214089194,4.942916748784803,true,false,89,2020-05-24T22:00:00Z,langshalte,17.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.14,1.5,1.5,17.79,1.5,true,true,true,false,0.1,,,,,
NL:Q:30008208,Levantplein,available,bus,52.377117085239135,4.942372761237374,true,true,268,2020-05-24T22:00:00Z,langshalte,17.8,true,false,true,true,true,2021-01-08T13:34:25Z,0.15,1.7,3.2,18,1.7,true,true,true,false,0,,,,,
NL:Q:30009139,Amsteldijk,available,tram,52.34709381406294,4.911223121884409,false,false,82,2018-11-15T00:00:00Z,langshalte,50,false,false,false,false,true,2021-01-08T13:34:25Z,0.07,1.2,2.1,20,0.9,false,false,false,false,0,,,1.2,,
NL:Q:30009140,Amsteldijk,available,tram,52.34701919801729,4.9105488284862195,false,false,262,2019-03-14T00:00:00Z,langshalte,50,false,false,false,false,true,2021-01-08T13:34:25Z,0.09,1.5,2.1,18,1.2,false,false,false,false,0.1,,,,,
NL:Q:57221010,Oceaangroep,available,bus,52.404533519758566,4.758791314676182,false,false,167,2020-05-24T22:00:00Z,haltehaven,33,true,false,false,false,false,2021-01-08T13:34:25Z,0.15,2.1,2.1,33,1.2,false,false,false,false,0,28.5,,,3.38,30.3
NL:Q:57320010,Oceaangroep,available,bus,52.404967548678734,4.759284798699391,false,false,344,2020-05-24T22:00:00Z,haltehaven,33.8,true,false,false,false,true,2021-01-08T13:34:25Z,0.13,1.5,2.1,33.8,1.18,false,false,false,false,0,33.3,,,3.54,30
NL:Q:30001137,Bundlaan,plan,bus,52.38842876681182,4.902479684386046,false,false,159,,,,,,,,,,,,,,,,,,,,,,,,
NL:Q:30007418,Van Boshuizenstraat,available,tram,52.325058370112245,4.869052071863212,false,true,357,2020-05-24T22:00:00Z,langshalte,50,false,false,false,false,false,2020-12-22T16:24:26Z,0.4,2.2,2.2,50,1.3,false,false,false,true,0.5,,2.2,1.8,,
NL:Q:30007419,Van Boshuizenstraat,available,tram,52.32486013435497,4.868937035455638,false,true,177,2020-05-24T22:00:00Z,langshalte,50,false,false,false,false,false,2021-01-08T13:34:25Z,0.41,2.5,2.5,50,1.3,false,false,false,true,0.13,,2.2,1.8,,
NL:Q:30000144,Kikkenstein,available,bus,52.316819610866936,4.972381860286898,true,true,317,2020-05-24T22:00:00Z,haltehaven,26,true,false,true,true,true,2021-01-08T13:34:25Z,0.18,2.7,2.1,18,1.85,true,true,true,true,3.6,35,58,2,3,1
NL:Q:30000145,Kikkenstein,available,bus,52.316164707776544,4.972725286546554,true,true,144,2020-05-24T22:00:00Z,haltehaven,21.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,2.1,18.2,1.5,true,true,true,true,3.5,28.6,58,2.5,3.2,15.6
NL:Q:30000573,H.J.E. Wenckebachweg,available,bus,52.34115867920724,4.919430837138179,false,false,150,2020-05-24T22:00:00Z,langshalte,13,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,3,3,18,1.8,false,false,false,false,0,,,,,
NL:Q:30000574,H.J.E. Wenckebachweg,available,bus,52.3413028832425,4.91953203589821,false,false,332,2020-05-24T22:00:00Z,langshalte,21,true,false,false,false,true,2021-01-08T13:34:25Z,0.08,5,5,18,3,false,false,false,false,0,,,,,
NL:Q:30001077,Dijkmanshuizenstraat,available,bus,52.39627846319684,4.954419077201632,true,true,321,2020-05-24T22:00:00Z,semi-haltehaven,22.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2,2.2,18.1,2.1,true,true,true,true,0.17,15,3,3,3.1,21.67
NL:Q:30001078,Dijkmanshuizenstraat,available,bus,52.39548865303311,4.954720628902784,true,true,143,2020-05-24T22:00:00Z,semi-haltehaven,30,true,false,true,true,true,2021-02-25T11:33:45Z,0.18,3.5,1.2,21.6,1.5,true,true,true,true,0.06,,,1.5,3.15,18
NL:Q:30001222,Standerdmolen,available,bus,52.416202954909046,4.892180511072713,true,false,262,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,1.8,17,1.15,true,false,true,false,0,,,1.8,,
NL:Q:30001223,Standerdmolen,available,bus,52.41630635413643,4.893267075892807,true,false,79,2020-05-24T22:00:00Z,langshalte,20.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.7,1.2,17,1,true,false,true,true,0.2,,5,1.7,,
NL:Q:57134020,IBM,available,bus,52.341103420903885,4.827997548208643,true,false,359,2020-05-24T22:00:00Z,semi-haltehaven,28,true,false,true,false,true,2021-01-08T13:34:25Z,0.19,1.2,1.2,28,1.2,false,true,false,false,0,11,,,2.75,
NL:Q:57134130,IBM,available,bus,52.34068764747455,4.827503872239925,true,true,178,2020-05-24T22:00:00Z,haltehaven,29,true,false,true,false,true,2021-01-08T13:34:25Z,0.18,1.72,2.15,28,1,false,true,false,false,0,10.5,,,2.76,6.52
NL:Q:30000220,Gaasp,available,bus,52.31479584328691,4.992961418986452,false,false,52,2020-05-24T22:00:00Z,semi-haltehaven,25,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,1.7,1.4,25,0.98,false,false,false,false,0,11,,1.2,3.2,
NL:Q:30000221,Gaasp,available,bus,52.314361556654305,4.99210003265496,false,false,229,2020-05-24T22:00:00Z,haltehaven,19,true,false,false,false,true,2021-01-08T13:34:25Z,0.12,1.5,1.5,19,1.1,false,false,false,false,0,15,66,1.2,3.1,14
NL:Q:30000334,Scherpenzeelstraat,available,bus,52.29275882622779,4.977399549996097,true,true,91,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,1.8,18,1.5,true,true,true,true,2.1,24.5,100,2,3.1,20
NL:Q:30000335,Scherpenzeelstraat,available,bus,52.29291978851225,4.977163537858603,true,true,271,2020-05-24T22:00:00Z,haltehaven,21.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,4,18,3,true,true,true,true,3,22.5,110,2,3.1,17
NL:Q:30009060,Waalstraat,available,tram,52.34465290899243,4.901094080200657,false,false,250,2019-03-14T00:00:00Z,langshalte,56,false,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.5,1.5,55,1.4,false,false,false,false,0,,,,,
NL:Q:30009061,Waalstraat,available,tram,52.34444426993422,4.9006267618263575,false,false,70,2019-03-14T00:00:00Z,langshalte,60,false,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.5,2.1,60,1.5,false,false,false,false,0,,,,,
NL:Q:30009063,Waalstraat,available,bus,52.344653933539995,4.901343546955933,false,false,70,2020-05-24T22:00:00Z,semi-haltehaven,40,true,false,false,false,true,2021-01-08T13:34:25Z,0.2,1.5,3.3,20,1.5,false,false,false,false,0,,,,3,12
NL:Q:30009104,Albert Cuypstraat,available,tram,52.354813520877364,4.889195901718762,false,false,259,2020-05-24T22:00:00Z,langshalte,56.64,false,false,false,false,true,2021-02-25T11:33:45Z,0.01,2.1,2.1,0.01,1.13,false,false,false,false,0,,,,,
NL:Q:30009107,Albert Cuypstraat,available,tram,52.35532230054869,4.890496596967728,false,false,14,2020-05-24T22:00:00Z,langshalte,48.02,false,false,false,false,false,2021-02-25T11:33:45Z,0.12,1.87,1.13,0.01,1.13,false,false,false,false,0,,,,,
NL:Q:37223620,Barndegat,available,bus,52.430049154246866,4.8641184521169425,false,false,259,2020-05-24T22:00:00Z,langshalte,15,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.5,0.5,15,0.5,false,false,false,false,0,,,,,
NL:Q:57123530,Barndegat,available,bus,52.430004607888144,4.864207199458109,false,false,79,2020-05-24T22:00:00Z,langshalte,9.6,false,false,false,false,false,2021-01-08T13:34:25Z,0.08,1.5,1.2,15,0.77,false,false,false,false,0.08,,,,,
NL:Q:30004045,Osdorppln/Don Boscostr.,outofuse,bus,52.358069574407295,4.806879817696387,false,false,72,2019-03-01T00:00:00Z,langshalte,0.01,false,false,false,false,false,2021-02-25T11:33:45Z,0.01,0.01,0.01,0.01,0.01,false,false,false,false,,0.01,,,,
NL:Q:57131780,Osdorppln/Don Boscostr.,outofuse,bus,52.35803648821826,4.80563247583823,false,false,259,2019-03-01T00:00:00Z,haltehaven,40.43,false,false,false,false,false,2021-02-25T11:33:45Z,0.1,2.71,2.71,0.01,1.2,false,false,false,false,0,2.94,,,1.88,2.62
NL:Q:30001388,Liergouw,available,bus,52.38319620199651,4.970497822116099,true,true,186,2020-05-24T22:00:00Z,langshalte,18,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.5,2.5,15,1.5,true,true,true,false,0.1,,,,,
NL:Q:30001389,Liergouw,available,bus,52.38334996868816,4.970775447488425,true,true,347,2020-05-24T22:00:00Z,langshalte,19.5,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,1.8,1.8,18,1.8,true,true,true,false,0,,,,,
NL:Q:30003053,Burg. Fockstraat,available,bus,52.37947067043411,4.833403102782868,true,false,100,2020-05-24T22:00:00Z,langshalte,17.95,true,false,true,true,true,2021-02-25T11:33:45Z,0.15,2.55,2.55,17.95,1.8,true,true,true,false,0,,,,,
NL:Q:30003054,Burg. Fockstraat,available,tram,52.379515469088574,4.833373169654692,false,false,99,2019-03-14T00:00:00Z,langshalte,57.7,true,false,false,false,false,2021-01-08T13:34:25Z,0.19,1.4,1.8,52.7,1.1,false,false,false,true,0.27,,3.3,2.3,,
NL:Q:30003055,Burg. Fockstraat,available,tram,52.379927266521115,4.831106239742232,false,false,279,2019-03-14T00:00:00Z,langshalte,57.7,true,false,false,false,false,2021-01-08T13:34:25Z,0.2,1.8,2.1,54.3,1.7,false,false,false,true,0.2,,3.15,2.2,,
NL:Q:30005079,Buiten Oranjestraat,available,bus,52.38311110767255,4.888070231007731,false,false,117,2020-05-24T22:00:00Z,langshalte,66,false,false,false,false,true,2021-01-08T13:34:25Z,0.09,0.9,1.2,40,0.8,false,false,false,true,0.12,,1.2,1.2,,
NL:Q:30005080,Buiten Oranjestraat,available,bus,52.38337049975906,4.8877735505374,false,false,304,2020-05-24T22:00:00Z,langshalte,50,false,false,false,false,true,2021-01-08T13:34:25Z,0.12,1.2,0.9,40,0.68,false,false,false,true,0.12,,1.2,1.2,,
NL:Q:57002171,Zeilstraat,available,bus,52.35017145964184,4.857149336670448,false,false,160,2020-05-24T22:00:00Z,langshalte,30.2,false,false,false,false,true,2021-02-25T11:33:45Z,0.05,1.15,2.1,0.01,1.15,false,false,false,false,0.1,,,,,
NL:Q:30007035,Zeilstraat,available,bus,52.351221197050236,4.856740508230995,true,true,339,2020-05-24T22:00:00Z,langshalte,67,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,2.1,2.1,66,1.3,true,true,true,true,0.1,,1,1.65,,
NL:Q:30000039,Hogeweg,available,tram,52.353588430016906,4.930866162951443,true,true,302,2019-03-14T00:00:00Z,langshalte,42,true,false,true,false,false,2021-01-08T13:34:25Z,0.2,1.4,1,38,1,false,true,false,true,0.11,,2.5,1.7,,
NL:Q:30000040,Hogeweg,available,tram,52.35328410414665,4.931192208611025,true,true,122,2019-03-14T00:00:00Z,langshalte,42,true,false,true,true,true,2021-01-08T13:34:25Z,0.19,1,1.3,38,1,true,true,true,true,0.1,,2.5,1.4,,
NL:Q:30000305,Leusdenhof,available,bus,52.30980349693699,4.9785034276186915,false,false,69,2020-05-24T22:00:00Z,haltehaven,25,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,3,3,25,1.8,false,false,false,true,2.1,15,35,1.7,2.8,15
NL:Q:30000306,Leusdenhof,available,bus,52.30991084003,4.978355803998917,false,false,244,2020-05-24T22:00:00Z,haltehaven,24,true,false,false,false,true,2021-01-08T13:34:25Z,0.11,2.4,1.5,21,1.5,false,false,false,false,2.1,6,,4,2.8,22
NL:Q:30001112,Waddenweg,available,bus,52.39266978269281,4.9269673785939805,true,true,232,2020-05-24T22:00:00Z,semi-haltehaven,37.4,true,false,true,true,true,2021-01-08T13:34:25Z,0.2,3,3,33,1.3,true,true,true,false,0,16,,,2.9,
NL:Q:30001113,Waddenweg,expired,bus,52.39378910995955,4.928219217814297,false,false,36,2019-02-07T00:00:00Z,semi-haltehaven,36.41,true,false,false,false,true,2021-02-25T11:33:45Z,0.12,2.58,2.58,0.01,0.57,false,false,false,false,0,0.01,,,,
NL:Q:30003078,Burg. v.d. Pollstraat,available,bus,52.37372171985435,4.832167946391539,false,false,280,2019-02-07T00:00:00Z,langshalte,30.3,true,false,false,false,true,2021-02-25T11:33:45Z,0.06,1.82,2.17,0.01,1.82,false,false,false,false,0,0.01,,,,
NL:Q:30003079,Burg. v.d. Pollstraat,available,bus,52.37356969432454,4.832331382150727,false,false,99,2020-05-24T22:00:00Z,langshalte,41,true,false,false,false,false,2021-01-08T13:34:25Z,0.05,1.61,1.71,32,1.1,false,false,false,true,0.12,,3,2,,
NL:Q:30003161,Burg.de Vlugtlaan,plan,bus,52.3786848678274,4.838362270365925,false,false,104,,,,,,,,,,,,,,,,,,,,,,,,
